location,latitude,longitude,forecast_issue_time,target_time,forecast_time_hours,start_step_hours,end_step_hours,control_forecast,ensemble_mean,ensemble_median,ensemble_min,ensemble_max,ensemble_spread,observed_rainfall_mm,control_error,ensemble_mean_error,absolute_control_error,absolute_ensemble_mean_error,event_significant,bust,bust_type,month,season,control_vs_ensemble,relative_spread,ensemble_range_ratio,forecast_intensity
Chennai,13.0827,80.2707,2000-06-29,2000-07-03 15:00:00,108,108,111,0.14,0.068,0.1,0.0,0.14,0.14,0.2794265747070312,-0.1394265747070311,-0.2114265747070312,0.1394265747070311,0.2114265747070312,False,0,normal,7,monsoon,0.07200000000000001,0.8333333333333334,0.8333333333333334,0.068
Chennai,13.0827,80.2707,2000-06-29,2000-07-03 21:00:00,114,114,117,0.7000000000000001,3.096,1.4,0.0,11.98,11.98,4.318714141845703,-3.618714141845703,-1.222714141845703,3.618714141845703,1.222714141845703,True,1,missed_event,7,monsoon,-2.396,3.748435544430538,3.748435544430538,3.096
Chennai,13.0827,80.2707,2000-06-29,2000-07-04 03:00:00,120,120,123,7.800000000000001,1.64,0.0,0.0,7.800000000000001,7.800000000000001,2.84576416015625,4.954235839843751,-1.20576416015625,4.954235839843751,1.20576416015625,True,1,magnitude_error,7,monsoon,6.160000000000001,4.482758620689656,4.482758620689656,1.64
Chennai,13.0827,80.2707,2000-06-29,2000-07-04 09:00:00,126,126,129,0.4,2.498,0.4,0.0,11.49,11.49,3.01504135131836,-2.61504135131836,-0.5170413513183596,2.61504135131836,0.5170413513183596,True,1,missed_event,7,monsoon,-2.0980000000000003,4.422632794457274,4.422632794457274,2.498
Chennai,13.0827,80.2707,2000-06-29,2000-07-04 15:00:00,132,132,135,0.1,0.178,0.2,0.0,0.39,0.39,0.8282661437988281,-0.7282661437988281,-0.6502661437988282,0.7282661437988281,0.6502661437988282,False,0,normal,7,monsoon,-0.07799999999999999,1.4028776978417266,1.4028776978417266,0.178
Chennai,13.0827,80.2707,2000-06-29,2000-07-04 21:00:00,138,138,141,4.800000000000001,0.9840000000000002,0.02,0.0,4.800000000000001,4.800000000000001,5.156517028808594,-0.356517028808593,-4.172517028808594,0.356517028808593,4.172517028808594,True,0,normal,7,monsoon,3.8160000000000007,4.428044280442804,4.428044280442804,0.9840000000000002
Chennai,13.0827,80.2707,2000-06-29,2000-07-05 03:00:00,144,144,147,0.9,0.24,0.0,0.0,0.9,0.9,3.634929656982422,-2.734929656982422,-3.3949296569824217,2.734929656982422,3.3949296569824217,True,1,missed_event,7,monsoon,0.66,2.647058823529412,2.647058823529412,0.24
Chennai,13.0827,80.2707,2000-06-29,2000-07-05 09:00:00,150,150,153,5.2,1.04,0.0,0.0,5.2,5.2,0.0696182250976562,5.130381774902344,0.9703817749023438,5.130381774902344,0.9703817749023438,True,1,false_alarm,7,monsoon,4.16,4.56140350877193,4.56140350877193,1.04
Chennai,13.0827,80.2707,2000-06-29,2000-07-05 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,1.190185546875,-1.190185546875,-1.190185546875,1.190185546875,1.190185546875,True,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-06-29,2000-07-05 21:00:00,162,162,165,0.5,0.22,0.0,0.0,0.6000000000000001,0.6000000000000001,0.2017021179199218,0.2982978820800782,0.0182978820800782,0.2982978820800782,0.0182978820800782,False,0,normal,7,monsoon,0.28,1.8750000000000002,1.8750000000000002,0.22
Chennai,13.0827,80.2707,2000-06-29,2000-07-06 03:00:00,168,168,171,0.2,0.44,0.0,0.0,2.0,2.0,1.4090538024902344,-1.2090538024902344,-0.9690538024902344,1.2090538024902344,0.9690538024902344,True,0,normal,7,monsoon,-0.24,3.7037037037037033,3.7037037037037033,0.44
Chennai,13.0827,80.2707,2000-06-29,2000-07-06 09:00:00,174,174,177,0.5,0.2319999999999999,0.3,0.0,0.5,0.5,0.8416175842285156,-0.3416175842285156,-0.6096175842285158,0.3416175842285156,0.6096175842285158,False,0,normal,7,monsoon,0.2680000000000001,1.5060240963855427,1.5060240963855427,0.2319999999999999
Chennai,13.0827,80.2707,2000-06-29,2000-07-06 15:00:00,180,180,183,0.0,0.2,0.0,0.0,0.8,0.8,0.034332275390625,-0.034332275390625,0.165667724609375,0.034332275390625,0.165667724609375,False,0,normal,7,monsoon,-0.2,2.6666666666666665,2.6666666666666665,0.2
Chennai,13.0827,80.2707,2000-06-29,2000-07-06 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.2651214599609375,-0.2651214599609375,-0.2651214599609375,0.2651214599609375,0.2651214599609375,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-06-29,2000-07-07 03:00:00,192,192,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-06-29,2000-07-07 09:00:00,198,198,201,0.1,0.02,0.0,0.0,0.1,0.1,0.0433921813964843,0.0566078186035157,-0.0233921813964842,0.0566078186035157,0.0233921813964842,False,0,normal,7,monsoon,0.08,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-06-29,2000-07-07 15:00:00,204,204,207,0.25,0.15,0.0,0.0,0.5,0.5,0.0185966491699218,0.2314033508300782,0.1314033508300782,0.2314033508300782,0.1314033508300782,False,0,normal,7,monsoon,0.1,2.0,2.0,0.15
Chennai,13.0827,80.2707,2000-06-29,2000-07-07 21:00:00,210,210,213,0.0,0.04,0.0,0.0,0.1,0.1,0.0,0.0,0.04,0.0,0.04,False,0,normal,7,monsoon,-0.04,0.7142857142857143,0.7142857142857143,0.04
Chennai,13.0827,80.2707,2000-06-29,2000-07-08 03:00:00,216,216,219,0.0,0.02,0.0,0.0,0.1,0.1,0.0,0.0,0.02,0.0,0.02,False,0,normal,7,monsoon,-0.02,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-06-29,2000-07-08 09:00:00,222,222,225,0.0,0.12,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0948905944824218,-0.0948905944824218,0.0251094055175781,0.0948905944824218,0.0251094055175781,False,0,normal,7,monsoon,-0.12,2.7272727272727275,2.7272727272727275,0.12
Chennai,13.0827,80.2707,2000-06-29,2000-07-08 15:00:00,228,228,231,0.0,0.24,0.0,0.0,1.2000000000000002,1.2000000000000002,0.0977516174316406,-0.0977516174316406,0.1422483825683594,0.0977516174316406,0.1422483825683594,False,0,normal,7,monsoon,-0.24,3.529411764705883,3.529411764705883,0.24
Chennai,13.0827,80.2707,2000-06-29,2000-07-08 21:00:00,234,234,237,0.0,0.314,0.17,0.0,1.0,1.0,0.0,0.0,0.314,0.0,0.314,False,0,normal,7,monsoon,-0.314,2.4154589371980673,2.4154589371980673,0.314
Chennai,13.0827,80.2707,2000-07-17,2000-07-17 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-17 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-17 15:00:00,12,12,15,0.45,0.262,0.0,0.0,0.86,0.86,0.2222061157226562,0.2277938842773438,0.0397938842773438,0.2277938842773438,0.0397938842773438,False,0,normal,7,monsoon,0.188,2.3756906077348066,2.3756906077348066,0.262
Chennai,13.0827,80.2707,2000-07-17,2000-07-17 21:00:00,18,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-18 03:00:00,24,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-18 09:00:00,30,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-18 15:00:00,36,36,39,0.0,0.0699999999999999,0.0,0.0,0.35,0.35,0.0,0.0,0.0699999999999999,0.0,0.0699999999999999,False,0,normal,7,monsoon,-0.0699999999999999,2.058823529411766,2.058823529411766,0.0699999999999999
Chennai,13.0827,80.2707,2000-07-17,2000-07-18 21:00:00,42,42,45,0.0,0.052,0.0,0.0,0.26,0.26,0.0,0.0,0.052,0.0,0.052,False,0,normal,7,monsoon,-0.052,1.710526315789474,1.710526315789474,0.052
Chennai,13.0827,80.2707,2000-07-17,2000-07-19 03:00:00,48,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-19 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-19 15:00:00,60,60,63,0.0,0.006,0.0,0.0,0.03,0.03,0.0391006469726562,-0.0391006469726562,-0.0331006469726562,0.0391006469726562,0.0331006469726562,False,0,normal,7,monsoon,-0.006,0.28301886792452824,0.28301886792452824,0.006
Chennai,13.0827,80.2707,2000-07-17,2000-07-19 21:00:00,66,66,69,0.25,0.092,0.01,0.0,0.25,0.25,0.0,0.25,0.092,0.25,0.092,False,0,normal,7,monsoon,0.158,1.3020833333333333,1.3020833333333333,0.092
Chennai,13.0827,80.2707,2000-07-17,2000-07-20 03:00:00,72,72,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-20 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0014305114746093,-0.0014305114746093,-0.0014305114746093,0.0014305114746093,0.0014305114746093,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-20 15:00:00,84,84,87,0.0,0.4,0.1,0.0,1.5,1.5,0.0,0.0,0.4,0.0,0.4,False,0,normal,7,monsoon,-0.4,3.0,3.0,0.4
Chennai,13.0827,80.2707,2000-07-17,2000-07-20 21:00:00,90,90,93,0.0,7.494,0.3,0.0,21.0,21.0,0.0,0.0,7.494,0.0,7.494,False,0,normal,7,monsoon,-7.494,2.765341058730577,2.765341058730577,7.494
Chennai,13.0827,80.2707,2000-07-17,2000-07-21 03:00:00,96,96,99,0.67,1.848,0.0,0.0,8.57,8.57,0.1821517944335937,0.4878482055664063,1.6658482055664063,0.4878482055664063,1.6658482055664063,False,0,normal,7,monsoon,-1.178,4.399383983572895,4.399383983572895,1.848
Chennai,13.0827,80.2707,2000-07-17,2000-07-21 09:00:00,102,102,105,1.79,0.5980000000000001,0.0,0.0,1.79,1.79,0.0028610229492187,1.7871389770507813,0.5951389770507813,1.7871389770507813,0.5951389770507813,True,1,false_alarm,7,monsoon,1.192,2.5644699140401146,2.5644699140401146,0.5980000000000001
Chennai,13.0827,80.2707,2000-07-17,2000-07-21 15:00:00,108,108,111,0.0,1.24,0.0,0.0,6.2,6.2,0.0,0.0,1.24,0.0,1.24,False,0,normal,7,monsoon,-1.24,4.626865671641791,4.626865671641791,1.24
Chennai,13.0827,80.2707,2000-07-17,2000-07-21 21:00:00,114,114,117,0.1,0.072,0.1,0.0,0.16,0.16,0.0,0.1,0.072,0.1,0.072,False,0,normal,7,monsoon,0.02800000000000001,0.930232558139535,0.930232558139535,0.072
Chennai,13.0827,80.2707,2000-07-17,2000-07-22 03:00:00,120,120,123,0.01,0.4679999999999999,0.03,0.0,1.3,1.3,0.2737045288085937,-0.2637045288085937,0.1942954711914062,0.2637045288085937,0.1942954711914062,False,0,normal,7,monsoon,-0.4579999999999999,2.2887323943661975,2.2887323943661975,0.4679999999999999
Chennai,13.0827,80.2707,2000-07-17,2000-07-22 09:00:00,126,126,129,0.01,0.002,0.0,0.0,0.01,0.01,0.00762939453125,0.00237060546875,-0.00562939453125,0.00237060546875,0.00562939453125,False,0,normal,7,monsoon,0.008,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-07-17,2000-07-22 15:00:00,132,132,135,3.02,0.604,0.0,0.0,3.02,3.02,0.0042915344238281,3.015708465576172,0.5997084655761719,3.015708465576172,0.5997084655761719,True,1,false_alarm,7,monsoon,2.416,4.2897727272727275,4.2897727272727275,0.604
Chennai,13.0827,80.2707,2000-07-17,2000-07-22 21:00:00,138,138,141,2.19,0.442,0.0,0.0,2.19,2.19,0.0,2.19,0.442,2.19,0.442,True,1,false_alarm,7,monsoon,1.748,4.040590405904059,4.040590405904059,0.442
Chennai,13.0827,80.2707,2000-07-17,2000-07-23 03:00:00,144,144,147,1.96,0.412,0.0,0.0,1.96,1.96,0.0,1.96,0.412,1.96,0.412,True,1,false_alarm,7,monsoon,1.548,3.828125,3.828125,0.412
Chennai,13.0827,80.2707,2000-07-17,2000-07-23 09:00:00,150,150,153,0.0,0.062,0.0,0.0,0.3,0.3,0.0,0.0,0.062,0.0,0.062,False,0,normal,7,monsoon,-0.062,1.8518518518518516,1.8518518518518516,0.062
Chennai,13.0827,80.2707,2000-07-17,2000-07-23 15:00:00,156,156,159,0.0,0.04,0.0,0.0,0.2,0.2,0.3376007080078125,-0.3376007080078125,-0.2976007080078125,0.3376007080078125,0.2976007080078125,False,0,normal,7,monsoon,-0.04,1.4285714285714286,1.4285714285714286,0.04
Chennai,13.0827,80.2707,2000-07-17,2000-07-23 21:00:00,162,162,165,0.01,0.192,0.2,0.01,0.4,0.39,0.1068115234375,-0.0968115234375,0.0851884765625,0.0968115234375,0.0851884765625,False,0,normal,7,monsoon,-0.182,1.3356164383561642,1.3356164383561642,0.192
Chennai,13.0827,80.2707,2000-07-17,2000-07-24 03:00:00,168,168,171,0.0,0.422,0.0,0.0,2.0,2.0,0.0033378601074218,-0.0033378601074218,0.4186621398925781,0.0033378601074218,0.4186621398925781,False,0,normal,7,monsoon,-0.422,3.8314176245210727,3.8314176245210727,0.422
Chennai,13.0827,80.2707,2000-07-17,2000-07-24 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0042915344238281,-0.0042915344238281,-0.0042915344238281,0.0042915344238281,0.0042915344238281,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-24 15:00:00,180,180,183,0.85,0.1699999999999999,0.0,0.0,0.85,0.85,0.0,0.85,0.1699999999999999,0.85,0.1699999999999999,False,0,normal,7,monsoon,0.68,3.1481481481481493,3.1481481481481493,0.1699999999999999
Chennai,13.0827,80.2707,2000-07-17,2000-07-24 21:00:00,186,186,189,0.0,1.114,0.87,0.0,3.4000000000000004,3.4000000000000004,0.0095367431640625,-0.0095367431640625,1.1044632568359376,0.0095367431640625,1.1044632568359376,False,0,normal,7,monsoon,-1.114,2.8006589785831957,2.8006589785831957,1.114
Chennai,13.0827,80.2707,2000-07-17,2000-07-25 03:00:00,192,192,195,0.0,0.24,0.0,0.0,1.2000000000000002,1.2000000000000002,0.026702880859375,-0.026702880859375,0.213297119140625,0.026702880859375,0.213297119140625,False,0,normal,7,monsoon,-0.24,3.529411764705883,3.529411764705883,0.24
Chennai,13.0827,80.2707,2000-07-17,2000-07-25 09:00:00,198,198,201,0.0,0.026,0.0,0.0,0.13,0.13,0.0171661376953125,-0.0171661376953125,0.0088338623046874,0.0171661376953125,0.0088338623046874,False,0,normal,7,monsoon,-0.026,1.0317460317460319,1.0317460317460319,0.026
Chennai,13.0827,80.2707,2000-07-17,2000-07-25 15:00:00,204,204,207,0.01,0.002,0.0,0.0,0.01,0.01,0.0,0.01,0.002,0.01,0.002,False,0,normal,7,monsoon,0.008,0.09803921568627451,0.09803921568627451,0.002
Chennai,13.0827,80.2707,2000-07-17,2000-07-25 21:00:00,210,210,213,0.5,0.432,0.26,0.0,1.4,1.4,0.0047683715820312,0.4952316284179688,0.4272316284179688,0.4952316284179688,0.4272316284179688,False,0,normal,7,monsoon,0.068,2.631578947368421,2.631578947368421,0.432
Chennai,13.0827,80.2707,2000-07-17,2000-07-26 03:00:00,216,216,219,0.0,0.7,0.0,0.0,3.5,3.5,0.0,0.0,0.7,0.0,0.7,False,0,normal,7,monsoon,-0.7,4.375,4.375,0.7
Chennai,13.0827,80.2707,2000-07-17,2000-07-26 09:00:00,222,222,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,7,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-07-17,2000-07-26 15:00:00,228,228,231,0.1,0.02,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.1,0.02,False,0,normal,7,monsoon,0.08,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-07-17,2000-07-26 21:00:00,234,234,237,0.0,0.39,0.05,0.0,1.4,1.4,0.0,0.0,0.39,0.0,0.39,False,0,normal,7,monsoon,-0.39,2.857142857142857,2.857142857142857,0.39
Chennai,13.0827,80.2707,2000-08-04,2000-08-04 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0391006469726562,-0.0391006469726562,-0.0391006469726562,0.0391006469726562,0.0391006469726562,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-04 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,-0.011444091796875,-0.011444091796875,0.011444091796875,0.011444091796875,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-04 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-04 21:00:00,18,18,21,0.8,0.2799999999999999,0.3,0.0,0.8,0.8,0.0782012939453125,0.7217987060546875,0.2017987060546874,0.7217987060546875,0.2017987060546874,False,0,normal,8,monsoon,0.5200000000000001,2.1052631578947376,2.1052631578947376,0.2799999999999999
Chennai,13.0827,80.2707,2000-08-04,2000-08-05 03:00:00,24,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0004768371582031,-0.0004768371582031,-0.0004768371582031,0.0004768371582031,0.0004768371582031,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-05 09:00:00,30,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.1478195190429687,-0.1478195190429687,-0.1478195190429687,0.1478195190429687,0.1478195190429687,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-05 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,-0.0066757202148437,-0.0066757202148437,0.0066757202148437,0.0066757202148437,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-05 21:00:00,42,42,45,2.6,1.24,0.4,0.0,2.9000000000000004,2.9000000000000004,0.0033378601074218,2.596662139892578,1.236662139892578,2.596662139892578,1.236662139892578,True,1,false_alarm,8,monsoon,1.36,2.164179104477612,2.164179104477612,1.24
Chennai,13.0827,80.2707,2000-08-04,2000-08-06 03:00:00,48,48,51,0.52,0.144,0.0,0.0,0.52,0.52,0.0,0.52,0.144,0.52,0.144,False,0,normal,8,monsoon,0.376,2.1311475409836067,2.1311475409836067,0.144
Chennai,13.0827,80.2707,2000-08-04,2000-08-06 09:00:00,54,54,57,0.0,0.1,0.0,0.0,0.5,0.5,0.0510215759277343,-0.0510215759277343,0.0489784240722657,0.0510215759277343,0.0489784240722657,False,0,normal,8,monsoon,-0.1,2.5,2.5,0.1
Chennai,13.0827,80.2707,2000-08-04,2000-08-06 15:00:00,60,60,63,4.34,2.88,4.2,0.0,5.1000000000000005,5.1000000000000005,0.0028610229492187,4.337138977050781,2.877138977050781,4.337138977050781,2.877138977050781,True,1,false_alarm,8,monsoon,1.46,1.7114093959731544,1.7114093959731544,2.88
Chennai,13.0827,80.2707,2000-08-04,2000-08-06 21:00:00,66,66,69,20.15,4.81,1.5,0.0,20.15,20.15,0.4596710205078125,19.690328979492183,4.350328979492187,19.690328979492183,4.350328979492187,True,1,false_alarm,8,monsoon,15.34,4.103869653767821,4.103869653767821,4.81
Chennai,13.0827,80.2707,2000-08-04,2000-08-07 03:00:00,72,72,75,0.21,0.162,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0004768371582031,0.2095231628417969,0.1615231628417969,0.2095231628417969,0.1615231628417969,False,0,normal,8,monsoon,0.04799999999999999,2.290076335877863,2.290076335877863,0.162
Chennai,13.0827,80.2707,2000-08-04,2000-08-07 09:00:00,78,78,81,0.09,0.592,0.07,0.0,2.8000000000000003,2.8000000000000003,0.0233650207519531,0.0666349792480469,0.5686349792480468,0.0666349792480469,0.5686349792480468,False,0,normal,8,monsoon,-0.502,4.046242774566474,4.046242774566474,0.592
Chennai,13.0827,80.2707,2000-08-04,2000-08-07 15:00:00,84,84,87,2.19,1.102,0.3,0.0,3.02,3.02,5.9680938720703125,-3.778093872070313,-4.866093872070312,3.778093872070313,4.866093872070312,True,1,magnitude_error,8,monsoon,1.0879999999999999,2.5124792013311144,2.5124792013311144,1.102
Chennai,13.0827,80.2707,2000-08-04,2000-08-07 21:00:00,90,90,93,0.0,0.404,0.01,0.0,2.0,2.0,0.0,0.0,0.404,0.0,0.404,False,0,normal,8,monsoon,-0.404,3.9682539682539684,3.9682539682539684,0.404
Chennai,13.0827,80.2707,2000-08-04,2000-08-08 03:00:00,96,96,99,0.0,0.06,0.0,0.0,0.2,0.2,0.0,0.0,0.06,0.0,0.06,False,0,normal,8,monsoon,-0.06,1.25,1.25,0.06
Chennai,13.0827,80.2707,2000-08-04,2000-08-08 09:00:00,102,102,105,0.0,0.04,0.0,0.0,0.2,0.2,0.0119209289550781,-0.0119209289550781,0.0280790710449219,0.0119209289550781,0.0280790710449219,False,0,normal,8,monsoon,-0.04,1.4285714285714286,1.4285714285714286,0.04
Chennai,13.0827,80.2707,2000-08-04,2000-08-08 15:00:00,108,108,111,0.05,1.6900000000000002,0.05,0.0,7.4,7.4,0.3404617309570312,-0.2904617309570312,1.349538269042969,0.2904617309570312,1.349538269042969,False,0,normal,8,monsoon,-1.6400000000000001,4.134078212290502,4.134078212290502,1.6900000000000002
Chennai,13.0827,80.2707,2000-08-04,2000-08-08 21:00:00,114,114,117,0.2,0.68,0.0,0.0,3.2,3.2,0.0,0.2,0.68,0.2,0.68,False,0,normal,8,monsoon,-0.48000000000000004,4.102564102564103,4.102564102564103,0.68
Chennai,13.0827,80.2707,2000-08-04,2000-08-09 03:00:00,120,120,123,0.0,0.12,0.0,0.0,0.4,0.4,0.0057220458984375,-0.0057220458984375,0.1142779541015625,0.0057220458984375,0.1142779541015625,False,0,normal,8,monsoon,-0.12,1.8181818181818183,1.8181818181818183,0.12
Chennai,13.0827,80.2707,2000-08-04,2000-08-09 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.1015663146972656,-0.1015663146972656,-0.1015663146972656,0.1015663146972656,0.1015663146972656,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-09 15:00:00,132,132,135,0.5,0.1,0.0,0.0,0.5,0.5,0.0023841857910156,0.4976158142089844,0.0976158142089844,0.4976158142089844,0.0976158142089844,False,0,normal,8,monsoon,0.4,2.5,2.5,0.1
Chennai,13.0827,80.2707,2000-08-04,2000-08-09 21:00:00,138,138,141,0.0,0.06,0.0,0.0,0.3,0.3,0.0443458557128906,-0.0443458557128906,0.0156541442871094,0.0443458557128906,0.0156541442871094,False,0,normal,8,monsoon,-0.06,1.875,1.875,0.06
Chennai,13.0827,80.2707,2000-08-04,2000-08-10 03:00:00,144,144,147,0.0,0.02,0.0,0.0,0.1,0.1,0.0,0.0,0.02,0.0,0.02,False,0,normal,8,monsoon,-0.02,0.8333333333333333,0.8333333333333333,0.02
Chennai,13.0827,80.2707,2000-08-04,2000-08-10 09:00:00,150,150,153,1.6,0.36,0.0,0.0,1.6,1.6,0.0233650207519531,1.576634979248047,0.3366349792480468,1.576634979248047,0.3366349792480468,True,1,false_alarm,8,monsoon,1.2400000000000002,3.4782608695652177,3.4782608695652177,0.36
Chennai,13.0827,80.2707,2000-08-04,2000-08-10 15:00:00,156,156,159,0.1,0.8600000000000001,0.1,0.0,2.1,2.1,0.3833770751953125,-0.2833770751953125,0.4766229248046876,0.2833770751953125,0.4766229248046876,False,0,normal,8,monsoon,-0.7600000000000001,2.1875,2.1875,0.8600000000000001
Chennai,13.0827,80.2707,2000-08-04,2000-08-10 21:00:00,162,162,165,0.0,0.006,0.0,0.0,0.03,0.03,0.0,0.0,0.006,0.0,0.006,False,0,normal,8,monsoon,-0.006,0.28301886792452824,0.28301886792452824,0.006
Chennai,13.0827,80.2707,2000-08-04,2000-08-11 03:00:00,168,168,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-11 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-11 15:00:00,180,180,183,0.01,0.262,0.01,0.0,1.0,1.0,0.0619888305664062,-0.0519888305664062,0.2000111694335938,0.0519888305664062,0.2000111694335938,False,0,normal,8,monsoon,-0.252,2.7624309392265194,2.7624309392265194,0.262
Chennai,13.0827,80.2707,2000-08-04,2000-08-11 21:00:00,186,186,189,0.0,0.18,0.0,0.0,0.8,0.8,0.0,0.0,0.18,0.0,0.18,False,0,normal,8,monsoon,-0.18,2.857142857142857,2.857142857142857,0.18
Chennai,13.0827,80.2707,2000-08-04,2000-08-12 03:00:00,192,192,195,0.0,0.18,0.0,0.0,0.9,0.9,0.0,0.0,0.18,0.0,0.18,False,0,normal,8,monsoon,-0.18,3.214285714285714,3.214285714285714,0.18
Chennai,13.0827,80.2707,2000-08-04,2000-08-12 09:00:00,198,198,201,0.0,0.38,0.0,0.0,1.8,1.8,0.0004768371582031,-0.0004768371582031,0.3795231628417969,0.0004768371582031,0.3795231628417969,False,0,normal,8,monsoon,-0.38,3.7500000000000004,3.7500000000000004,0.38
Chennai,13.0827,80.2707,2000-08-04,2000-08-12 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal,8,monsoon,0.0,0.0,0.0,0.0
Chennai,13.0827,80.2707,2000-08-04,2000-08-12 21:00:00,210,210,213,1.11,0.852,0.75,0.0,2.4,2.4,0.00762939453125,1.10237060546875,0.84437060546875,1.10237060546875,0.84437060546875,True,0,normal,8,monsoon,0.2580000000000001,2.5210084033613445,2.5210084033613445,0.852
